model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Solvent,selected_point_index,wavelength,TPACS,values_ln,elements
717,833,CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(-c5ccc(-c6ccc7c(c6)C(C)(C)/C(=C\C6=C([O-])/C(=C\C8=[N+](CCC(C)CCCC(C)C)c9ccccc9C8(C)C)C6=O)N7CCC(C)CCCC(C)C)cc5)cc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(-c5ccc(-c6ccc7c(c6)C(C)(C)/C(=C\C6=C([O-])C(=C\C8=[N+](CCC(C)CCCC(C)C)c9ccccc9C8(C)C)/C6=O)N7CCC(C)CCCC(C)C)cc5)cc4C3(C)C)/C2=O)C(C)(C)c2ccccc21,10.1039/D0CP03410J,dSQA-4,Toluene,0,910.0,2670.0,7.889833751,"C,H,N,O"
718,834,CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(-c5ccc(C#Cc6ccc(-c7ccc8c(c7)C(C)(C)/C(=C\C7=C([O-])/C(=C\C9=[N+](CCC(C)CCCC(C)C)c%10ccccc%10C9(C)C)C7=O)N8CCC(C)CCCC(C)C)cc6)cc5)cc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCC(C)CCCC(C)C)c4ccc(-c5ccc(C#Cc6ccc(-c7ccc8c(c7)C(C)(C)/C(=C\C7=C([O-])C(=C\C9=[N+](CCC(C)CCCC(C)C)c%10ccccc%10C9(C)C)/C7=O)N8CCC(C)CCCC(C)C)cc6)cc5)cc4C3(C)C)/C2=O)C(C)(C)c2ccccc21,10.1039/D0CP03410J,dSQA-5,Toluene,0,890.0,1530.0,7.333023014,"C,H,N,O"
719,835,CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCC(C)CCCC(C)C)c4cc5c(cc4C3(C)C)C(C)(C)c3cc4c(cc3C5(C)C)C(C)(C)C(/C=C3/C(=O)C(/C=C5/N(CCC(C)CCCC(C)C)c6ccccc6C5(C)C)=C3[O-])=[N+]4CCC(C)CCCC(C)C)C2=O)C(C)(C)c2ccccc21,CAN:CC(C)CCCC(C)CCN1/C(=C/C2=C([O-])C(=C\C3=[N+](CCC(C)CCCC(C)C)c4cc5c(cc4C3(C)C)C(C)(C)c3cc4c(cc3C5(C)C)C(C)(C)C(/C=C3/C(=O)C(/C=C5/N(CCC(C)CCCC(C)C)c6ccccc6C5(C)C)=C3[O-])=[N+]4CCC(C)CCCC(C)C)/C2=O)C(C)(C)c2ccccc21,10.1039/D0CP03410J,dSQA-6,Toluene,0,900.0,375.0,5.926926026,"C,H,N,O"
720,836,CC(C)(C)c1cc2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c5c5c(c34)c3c2c(c1)c1cc(C(C)(C)C)cc2c4cc(C(C)(C)C)cc7c4c(c3c12)c5c1c6c2c3cccc4c(=O)c5cccc6c5c5c(c43)c3c2c(c2cc(C(C)(C)C)cc4c8cc(C(C)(C)C)cc9c8c(c3c42)c5c2c6c3c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc8c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)cc%15c%14c%14c(c%12%13)c(c%10%11)c(c86)c(c54)c%14c3c%15c92)c71,CAN:CC(C)(C)c1cc2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c5c5c(c34)c3c2c(c1)c1cc(C(C)(C)C)cc2c4cc(C(C)(C)C)cc7c4c(c3c12)c5c1c6c2c3cccc4c(=O)c5cccc6c5c5c(c43)c3c2c(c2cc(C(C)(C)C)cc4c8cc(C(C)(C)C)cc9c8c(c3c42)c5c2c6c3c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc8c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)cc%15c%14c%14c(c%12%13)c(c%10%11)c(c86)c(c54)c%14c3c%15c92)c71,10.1002/anIe.202000105,1a,DCM,0,600.0,700.0,6.551080335,"C,H,N,O"
721,837,C=C1c2cccc3c2c2c4c5c1cccc5c1c5c6cc(C(C)(C)C)cc7c8cc(C(C)(C)C)cc9c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)cc%15c%14c%14c(c%12%13)c(c%10%11)c(c98)c(c76)c%14c5c%15c5c6cc(C(C)(C)C)cc7c8cc(C(C)(C)C)cc9c8c(c(c76)c4c15)c2c1c3c2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c7cc(C(C)(C)C)cc8c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%12c%12c(c%10%11)c(c78)c(c65)c(c43)c%12c2c%13c91,RAW:C=C1c2cccc3c2c2c4c5c1cccc5c1c5c6cc(C(C)(C)C)cc7c8cc(C(C)(C)C)cc9c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)cc%15c%14c%14c(c%12%13)c(c%10%11)c(c98)c(c76)c%14c5c%15c5c6cc(C(C)(C)C)cc7c8cc(C(C)(C)C)cc9c8c(c(c76)c4c15)c2c1c3c2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c7cc(C(C)(C)C)cc8c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%12c%12c(c%10%11)c(c78)c(c65)c(c43)c%12c2c%13c91,10.1002/anIe.202000105,1b,DCM,0,600.0,340.0,5.828945618,"C,H,O"
722,838,CC(C)(C)c1cc2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c5c5c(c34)c3c2c(c1)c1cc(C(C)(C)C)cc2c4cc(C(C)(C)C)cc7c4c(c3c12)c5c1c6c2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c5c5c(c43)c3c2c(c2cc(C(C)(C)C)cc4c8cc(C(C)(C)C)cc9c8c(c3c42)c5c2c6c3c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc8c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)cc%15c%14c%14c(c%12%13)c(c%10%11)c(c86)c(c54)c%14c3c%15c92)c71,CAN:CC(C)(C)c1cc2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c5c5c(c34)c3c2c(c1)c1cc(C(C)(C)C)cc2c4cc(C(C)(C)C)cc7c4c(c3c12)c5c1c6c2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c5c5c(c43)c3c2c(c2cc(C(C)(C)C)cc4c8cc(C(C)(C)C)cc9c8c(c3c42)c5c2c6c3c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc8c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)cc%15c%14c%14c(c%12%13)c(c%10%11)c(c86)c(c54)c%14c3c%15c92)c71,10.1002/anIe.202000105,2-B,DCM,0,600.0,315.0,5.752572639,"C,H"
723,839,CCCCCCCCN1c2ccc(C#Cc3ccc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2Sc2cc(C#Cc3ccc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)ccc21,CAN:CCCCCCCCN1c2ccc(C#Cc3ccc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2Sc2cc(C#Cc3ccc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)ccc21,10.1021/acs.jpcc.0c07616,PTZBTD1,Toluene,0,810.0,880.0,6.779921907,"C,H"
724,840,CCCCCCCCN1c2ccc(C#Cc3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)c4nsnc34)cc2Sc2cc(C#Cc3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)c4nsnc34)ccc21,CAN:CCCCCCCCN1c2ccc(C#Cc3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)c4nsnc34)cc2Sc2cc(C#Cc3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)c4nsnc34)ccc21,10.1021/acs.jpcc.0c07616,PTZBTD2,Toluene,0,810.0,750.0,6.620073207,"C,H,N,S"
725,841,CCCCCCCCN1c2ccc(C#Cc3ccc(-n4c5ccccc5c5ccccc54)c4nsnc34)cc2Sc2cc(C#Cc3ccc(-n4c5ccccc5c5ccccc54)c4nsnc34)ccc21,CAN:CCCCCCCCN1c2ccc(C#Cc3ccc(-n4c5ccccc5c5ccccc54)c4nsnc34)cc2Sc2cc(C#Cc3ccc(-n4c5ccccc5c5ccccc54)c4nsnc34)ccc21,10.1021/acs.jpcc.0c07616,PTZBTD3,Toluene,2,910.0,300.0,5.703782475,"C,H,N,S"
726,842,CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(C(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)cc3)ccc21,CAN:CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(C(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)cc3)ccc21,10.1016/j.optmat.2020.110550,6,Toluene,0,800.0,89.0,4.48863637,"C,H,N,S"
727,843,c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)cc1,10.1016/j.jphotochem.2019.02.016,EDB,Toluene,0,730.0,58.0,4.060443011,"C,H,N,S"
728,844,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)cc1,10.1016/j.jphotochem.2019.02.016,NDB,Toluene,0,730.0,15.0,2.708050201,"C,H,N"
729,845,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)s3)s2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)s3)s2)cc1,10.1016/j.jphotochem.2019.02.016,TDT,Toluene,0,730.0,160.0,5.075173815,"C,H,N"
730,846,c1ccc(N(c2ccccc2)c2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)cc1,10.1016/j.jphotochem.2019.02.016,BTDB,Toluene,0,730.0,320.0,5.768320996,"C,H,N,S"
731,847,c1ccc(N(c2ccccc2)c2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)c4ccccc34)s2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)c4ccccc34)s2)cc1,10.1016/j.jphotochem.2019.02.016,BTDT,Toluene,0,730.0,400.0,5.991464547,"C,H,N,S"
732,848,CCC1=C(C)C2=C(c3ccccc3)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,CAN:CCC1=C(C)C2=C(c3ccccc3)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,10.1002/cplu.201800361,Ph-BODIPY-1,THF,0,700.0,30.0,3.401197382,"C,H,N,S"
733,849,CCC1=C(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,CAN:CCC1=C(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,10.1002/cplu.201800361,Ph3N-BODIPY-1,THF,0,700.0,80.0,4.382026635,"B,C,F,H,N"
734,850,CCC1=C(C)C2=C(c3ccccc3Oc3ccccc3C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)C4C(C)=C(CC)C(C)=C34)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,CAN:CCC1=C(C)C2=C(c3ccccc3Oc3ccccc3C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)C4C(C)=C(CC)C(C)=C34)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,10.1002/cplu.201800361,BODIPY-2,THF,2,760.0,70.0,4.248495242,"B,C,F,H,N"
735,851,CCCCC1(CCCC)c2cc(C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)C4C(C)=C(CC)C(C)=C34)ccc2-c2c1c1c(c3c2C(CCCC)(CCCC)c2cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)C5C(C)=C(CC)C(C)=C45)ccc2-3)C(CCCC)(CCCC)c2cc(C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)C4C(C)=C(CC)C(C)=C34)ccc2-1,CAN:CCCCC1(CCCC)c2cc(C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)C4C(C)=C(CC)C(C)=C34)ccc2-c2c1c1c(c3c2C(CCCC)(CCCC)c2cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)C5C(C)=C(CC)C(C)=C45)ccc2-3)C(CCCC)(CCCC)c2cc(C3=C4C(C)=C(CC)C(C)=[N+]4[B-](F)(F)C4C(C)=C(CC)C(C)=C34)ccc2-1,10.1002/cplu.201800361,BODIPY-3,THF,2,760.0,160.0,5.075173815,"B,C,F,H,N,O"
736,852,CCC1=C(C)C2=C(c3ccc(C(c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)C6C(C)=C(CC)C(C)=C56)cc4)(c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)C6C(C)=C(CC)C(C)=C56)cc4)c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)C6C(C)=C(CC)C(C)=C56)cc4)cc3)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,CAN:CCC1=C(C)C2=C(c3ccc(C(c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)C6C(C)=C(CC)C(C)=C56)cc4)(c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)C6C(C)=C(CC)C(C)=C56)cc4)c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)C6C(C)=C(CC)C(C)=C56)cc4)cc3)C3=C(C)C(CC)=C(C)C3[B-](F)(F)[N+]2=C1C,10.1002/cplu.201800361,BODIPY-4,THF,0,700.0,70.0,4.248495242,"B,C,F,H,N"
737,853,CCCCCCCCCCCc1c2c(=O)n3c(/C=C/c4ccc(C#N)cc4)ccc3c(CCCCCCCCCCC)c2c(=O)n2c(/C=C/c3ccc(C#N)cc3)ccc12,CAN:CCCCCCCCCCCc1c2c(=O)n3c(/C=C/c4ccc(C#N)cc4)ccc3c(CCCCCCCCCCC)c2c(=O)n2c(/C=C/c3ccc(C#N)cc3)ccc12,10.1021/acs.joc.7b00831,4a,DCM,1,750.0,4800.0,8.476371197,"B,C,F,H,N"
738,854,CCCCCCCCCCCc1c2c(=O)n3c(/C=C/c4ccc([N+](=O)[O-])cc4)ccc3c(CCCCCCCCCCC)c2c(=O)n2c(/C=C/c3ccc([N+](=O)[O-])cc3)ccc12,CAN:CCCCCCCCCCCc1c2c(=O)n3c(/C=C/c4ccc([N+](=O)[O-])cc4)ccc3c(CCCCCCCCCCC)c2c(=O)n2c(/C=C/c3ccc([N+](=O)[O-])cc3)ccc12,10.1021/acs.joc.7b00831,4b,DCM,2,800.0,4200.0,8.342839804,"C,H,N,O"
739,855,CCCCCCCCCCCc1c2c(=O)n3c(/C=C/c4cccc(OC)c4)ccc3c(CCCCCCCCCCC)c2c(=O)n2c(/C=C/c3cccc(OC)c3)ccc12,CAN:CCCCCCCCCCCc1c2c(=O)n3c(/C=C/c4cccc(OC)c4)ccc3c(CCCCCCCCCCC)c2c(=O)n2c(/C=C/c3cccc(OC)c3)ccc12,10.1021/acs.joc.7b00831,4c,DCM,0,720.0,2900.0,7.972466016,"C,H,N,O"
740,856,CCCCCCCc1c2c(=O)n3c(C#Cc4ccc([N+](=O)[O-])cc4)ccc3c(CCCCCCC)c2c(=O)n2c(C#Cc3ccc([N+](=O)[O-])cc3)ccc12,CAN:CCCCCCCc1c2c(=O)n3c(C#Cc4ccc([N+](=O)[O-])cc4)ccc3c(CCCCCCC)c2c(=O)n2c(C#Cc3ccc([N+](=O)[O-])cc3)ccc12,10.1021/acs.joc.7b00831,5a,DCM,0,720.0,2550.0,7.843848638,"C,H,N,O"
741,857,CCCCCCCc1c2c(=O)n3c(C#Cc4ccc(OC)cc4)ccc3c(CCCCCCC)c2c(=O)n2c(C#Cc3ccc(OC)cc3)ccc12,CAN:CCCCCCCc1c2c(=O)n3c(C#Cc4ccc(OC)cc4)ccc3c(CCCCCCC)c2c(=O)n2c(C#Cc3ccc(OC)cc3)ccc12,10.1021/acs.joc.7b00831,5b,DCM,0,720.0,600.0,6.396929655,"C,H,N,O"
742,858,CCCCCCCc1c2c(=O)n3c(C#Cc4ccc(N(C)C)cc4)ccc3c(CCCCCCC)c2c(=O)n2c(C#Cc3ccc(N(C)C)cc3)ccc12,CAN:CCCCCCCc1c2c(=O)n3c(C#Cc4ccc(N(C)C)cc4)ccc3c(CCCCCCC)c2c(=O)n2c(C#Cc3ccc(N(C)C)cc3)ccc12,10.1021/acs.joc.7b00831,5c,DCM,2,860.0,2000.0,7.60090246,"C,H,N,O"
743,859,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CAN:CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,10.1039/C7CP00063D,3,TCM,0,850.0,32.0,3.465735903,"C,H,N,O"
744,860,CN(C)c1ccc(C2=Nc3cccc[n+]3[B-](F)(F)O2)cc1,CAN:CN(C)c1ccc(C2=Nc3cccc[n+]3[B-](F)(F)O2)cc1,10.1039/C7CP00063D,5,TCM,0,800.0,45.0,3.80666249,"B,C,F,H,N,O"
745,861,CN(C)c1ccc(/C=C/C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CAN:CN(C)c1ccc(/C=C/C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,10.1039/C7CP00063D,6,TCM,1,870.0,110.0,4.700480366,"B,C,F,H,N,O"
746,862,N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,CAN:N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,10.1021/jacs.9b06196,2TPAT-AN,TCM,2,880.0,510.0,6.234410726,"B,C,F,H,N,O"
747,863,N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CAN:N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.1021/jacs.9b06196,TPAT-AN-XF,TCM,2,880.0,360.0,5.886104031,"C,H,N,S"
748,867,COCCOCCOc1ccc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])cc1,CAN:COCCOCCOc1ccc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])cc1,10.1016/j.saa.2019.117448,TSEO1,EtOH,2,850.0,65.0,4.17438727,"C,H,N"
749,868,COCOCCOCCOc1ccc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])cc1,CAN:COCOCCOCCOc1ccc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])cc1,10.1016/j.saa.2019.117448,TSEO2,EtOH,1,760.0,50.0,3.912023005,"C,H,N,O,S"
750,869,CCOc1cc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1OCCOCCOC,CAN:CCOc1cc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1OCCOCCOC,10.1016/j.saa.2019.117448,TSEO3,EtOH,3,900.0,550.0,6.309918278,"C,H,N,O,S"
751,870,FS(F)(F)(F)(F)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)cc2)cc1,CAN:FS(F)(F)(F)(F)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)cc2)cc1,10.1021/acs.chemmater.8b02723,D1,TCM,1,780.0,1100.0,7.003065459,"C,H,N,O,S"
752,871,FS(F)(F)(F)(F)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)cc2)cc1,CAN:FS(F)(F)(F)(F)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)cc2)cc1,10.1021/acs.chemmater.8b02723,D2,TCM,2,820.0,2200.0,7.696212639,"C,F,H,N,S"
753,872,FS(F)(F)(F)(F)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)cc2)cc1,CAN:FS(F)(F)(F)(F)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(/C=C/c4ccc(S(F)(F)(F)(F)F)cc4)cc3)cc2)cc1,10.1021/acs.chemmater.8b02723,D3,TCM,2,820.0,1700.0,7.43838353,"C,F,H,N,S"
754,873,Cn1c2ccccc2c2ccc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)cc3)cc21,CAN:Cn1c2ccccc2c2ccc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)cc3)cc21,10.1021/acs.chemmater.8b02723,D4,TCM,2,820.0,1550.0,7.34601021,"C,F,H,N,S"
755,874,CN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)cc3)ccc21,CAN:CN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)c4ccc(/C=C/c5ccc(S(F)(F)(F)(F)F)cc5)cc4)cc3)ccc21,10.1021/acs.chemmater.8b02723,D5,TCM,2,820.0,1500.0,7.313220387,"C,F,H,N,S"
756,875,C=C(C)C(=O)Nc1nc(-c2ccc(Br)cc2)c(/N=N/c2ccccc2)s1,CAN:C=C(C)C(=O)Nc1nc(-c2ccc(Br)cc2)c(/N=N/c2ccccc2)s1,10.1021/acs.jpcc.8b10621,A2,DMF,0,700.0,22.0,3.091042453,"C,F,H,N,S"
757,876,C=C(C)C(=O)Nc1nc(-c2ccccc2)c(/N=N/c2ccccc2)s1,CAN:C=C(C)C(=O)Nc1nc(-c2ccccc2)c(/N=N/c2ccccc2)s1,10.1021/acs.jpcc.8b10621,A4,DMF,1,800.0,23.0,3.135494216,"Br,C,H,N,O,S"
758,877,C=C(C)C(=O)Nc1nc(-c2ccc(C)cc2)c(/N=N/c2ccccc2)s1,CAN:C=C(C)C(=O)Nc1nc(-c2ccc(C)cc2)c(/N=N/c2ccccc2)s1,10.1021/acs.jpcc.8b10621,A5,DMF,0,700.0,12.0,2.48490665,"C,H,N,O,S"
759,878,C=C(C)C(=O)Nc1nc(-c2ccc(OC)cc2)c(/N=N/c2ccccc2)s1,CAN:C=C(C)C(=O)Nc1nc(-c2ccc(OC)cc2)c(/N=N/c2ccccc2)s1,10.1021/acs.jpcc.8b10621,A6,DMF,0,700.0,35.0,3.555348061,"C,H,N,O,S"
760,879,CCN(CC)c1ccc(/C=C/C(=O)c2cc3ccc(OCCOCCOCCOC)cc3oc2=O)cc1,CAN:CCN(CC)c1ccc(/C=C/C(=O)c2cc3ccc(OCCOCCOCCOC)cc3oc2=O)cc1,10.1021/jm400025g,1,Toluene,0,730.0,250.0,5.521460918,"C,H,N,O,S"
761,880,CCN(COCCOCCOCCOC)c1ccc(/C=C/C(=O)c2cc3ccc(OCCOCCOCCOC)cc3oc2=O)cc1,CAN:CCN(COCCOCCOCCOC)c1ccc(/C=C/C(=O)c2cc3ccc(OCCOCCOCCOC)cc3oc2=O)cc1,10.1021/jm400025g,2,Toluene,0,760.0,400.0,5.991464547,"C,H,N,O"
762,881,COCCOCCOCCOCN(COCCOCCOCCOC)c1ccc(/C=C/C(=O)c2cc3ccc(OCCOCCOCCOC)cc3oc2=O)cc1,CAN:COCCOCCOCCOCN(COCCOCCOCCOC)c1ccc(/C=C/C(=O)c2cc3ccc(OCCOCCOCCOC)cc3oc2=O)cc1,10.1021/jm400025g,3,Toluene,0,730.0,370.0,5.913503006,"C,H,N,O"
763,882,CCN(CC)c1ccc2cc(C(=O)/C=C/c3ccc(N(CC)COCCOCCOCCOC)cc3)c(=O)oc2c1,CAN:CCN(CC)c1ccc2cc(C(=O)/C=C/c3ccc(N(CC)COCCOCCOCCOC)cc3)c(=O)oc2c1,10.1021/jm400025g,4,Toluene,1,800.0,1600.0,7.377758908,"C,H,N,O"
764,883,CCN(CC)c1ccc2cc(C(=O)/C=C/c3ccc(N(COCCOCCOCCOC)COCCOCCOCCOC)cc3)c(=O)oc2c1,CAN:CCN(CC)c1ccc2cc(C(=O)/C=C/c3ccc(N(COCCOCCOCCOC)COCCOCCOCCOC)cc3)c(=O)oc2c1,10.1021/jm400025g,5,Toluene,1,800.0,1600.0,7.377758908,"C,H,N,O"
